"","atax","atay","trx","try","ataturk","turkiye"
"427",0.3272,0.4216,0.1166,0.7899,0.3744,0.45325
"428",0.327,0.9899,0.1188,-0.0077,0.65845,0.05555
"429",0.3251,0.9745,0.1181,-0.0117,0.6498,0.0532
"430",0.3308,0.7939,0.1189,-0.0258,0.56235,0.04655
"431",0.332,0.7767,0.1189,-0.0318,0.55435,0.04355
"432",0.3355,0.5357,0.1178,0.8831,0.4356,0.50045
"433",0.3402,0.1032,0.1185,0.6564,0.2217,0.38745
"434",0.336,0.4666,0.1196,-0.0178,0.4013,0.0509
"435",0.3309,0.935,0.1196,0.7868,0.63295,0.4532
"436",0.3307,0.9153,0.1218,-0.0269,0.623,0.04745
"437",0.3309,0.9013,0.1208,0.875,0.6161,0.4979
"438",0.3311,0.8873,0.1214,0.6563,0.6092,0.38885
"439",0.3317,0.8736,0.1225,0.7827,0.60265,0.4526
"440",0.3377,0.5175,0.1247,-0.0259,0.4276,0.0494
"441",0.3395,0.3453,0.1238,0.8669,0.3424,0.49535
"442",0.3348,0.7388,0.1243,0.6562,0.5368,0.39025
"443",0.3373,0.7203,0.1255,0.7785,0.5288,0.452
"444",0.3348,0.5697,0.1277,-0.0291,0.45225,0.0493
"445",0.3401,0.4468,0.1267,0.8588,0.39345,0.49275
"446",0.3373,0.67,0.1273,0.6561,0.50365,0.3917
"447",0.339,0.6525,0.1292,-0.0351,0.49575,0.04705
"448",0.3355,0.8518,0.1284,0.7764,0.59365,0.4524
"449",0.3355,0.8315,0.1307,-0.0442,0.5835,0.04325
"450",0.3357,0.8174,0.1297,0.8526,0.57655,0.49115
"451",0.3386,0.8056,0.1302,0.656,0.5721,0.3931
"452",0.3412,0.4993,0.1314,0.7764,0.42025,0.4539
"453",0.3407,0.4842,0.1336,-0.0453,0.41245,0.04415
"454",0.3477,0.3377,0.1326,0.8475,0.3427,0.49005
"455",0.3459,0.2392,0.1332,0.6569,0.29255,0.39505
"456",0.343,0.3781,0.1353,-0.0377,0.36055,0.0488
"457",0.3414,0.7581,0.1343,0.7733,0.54975,0.4538
"458",0.3427,0.5504,0.1356,0.8434,0.44655,0.4895
"459",0.3498,0.1193,0.1361,0.6578,0.23455,0.39695
"460",0.3432,0.7063,0.138,-0.0314,0.52475,0.0533
"461",0.3436,0.6855,0.1373,0.7691,0.51455,0.4532
"462",0.3494,0.3629,0.1385,0.8403,0.35615,0.4894
"463",0.3507,0.2161,0.139,0.6577,0.2834,0.39835
"464",0.3417,0.9916,0.1409,-0.0315,0.66665,0.0547
"465",0.3406,0.9763,0.1402,0.766,0.65845,0.4531
"466",0.3463,0.7855,0.1415,0.8382,0.5659,0.48985
"467",0.3465,0.7688,0.142,0.6576,0.55765,0.3998
"468",0.3523,0.4385,0.1439,-0.0366,0.3954,0.05365
"469",0.3505,0.5343,0.1439,-0.0526,0.4424,0.04565
"470",0.3523,0.4695,0.1439,-0.0617,0.4109,0.0411
"471",0.3556,0.257,0.1432,0.7629,0.3063,0.45305
"472",0.3458,0.9395,0.1454,-0.0697,0.64265,0.03785
"473",0.3458,0.9192,0.1444,0.8361,0.6325,0.49025
"474",0.346,0.9052,0.1449,0.6796,0.6256,0.41225
"475",0.3462,0.8912,0.1449,0.6576,0.6187,0.40125
"476",0.3464,0.8772,0.1468,-0.0447,0.6118,0.05105
"477",0.3476,0.8636,0.1461,-0.0487,0.6056,0.0487
"478",0.3521,0.5192,0.1472,-0.0868,0.43565,0.0302
"479",0.3506,0.7305,0.147,-0.0969,0.54055,0.02505
"480",0.3509,0.7134,0.1461,0.7608,0.53215,0.45345
"481",0.3531,0.6632,0.1465,0.6883,0.50815,0.4174
"482",0.3509,0.6487,0.1463,0.6726,0.4998,0.40945
"483",0.3507,0.8425,0.1476,-0.0748,0.5966,0.0364
"484",0.3508,0.8221,0.1474,0.833,0.58645,0.4902
"485",0.351,0.8081,0.1479,0.6545,0.57955,0.4012
"486",0.3539,0.796,0.1499,-0.105,0.57495,0.02245
"487",0.3565,0.4972,0.149,0.7617,0.42685,0.45535
"488",0.3574,0.4775,0.1492,0.6935,0.41745,0.42135
"489",0.3594,0.4524,0.1493,0.6715,0.4059,0.4104
"490",0.3595,0.339,0.1503,0.8289,0.34925,0.4896
"491",0.3618,0.2347,0.1508,0.6524,0.29825,0.4016
"492",0.3567,0.7485,0.1529,-0.1121,0.5526,0.0204
"493",0.3649,0.1236,0.152,0.7657,0.24425,0.45885
"494",0.3587,0.6828,0.1522,0.6985,0.52075,0.42535
"495",0.3617,0.3561,0.1522,0.6714,0.3589,0.4118
"496",0.3666,0.2133,0.1533,0.8218,0.28995,0.48755
"497",0.3575,0.9957,0.1538,0.6513,0.6766,0.40255
"498",0.3552,0.9803,0.1558,-0.1162,0.66775,0.0198
"499",0.3679,0.2685,0.1548,0.8147,0.3182,0.48475
"500",0.3615,0.7756,0.1551,0.7803,0.56855,0.4677
"501",0.3618,0.7588,0.1542,0.7716,0.5603,0.4629
"502",0.3668,0.4313,0.1551,0.6994,0.39905,0.42725
"503",0.3608,0.9436,0.1552,0.6713,0.6522,0.41325
"504",0.3609,0.9233,0.1565,0.7923,0.6421,0.4744
"505",0.3611,0.9092,0.1567,0.6502,0.63515,0.40345
"506",0.3613,0.8952,0.1588,-0.1203,0.62825,0.01925
"507",0.3615,0.8812,0.1577,0.8116,0.62135,0.48465
"508",0.3617,0.8672,0.158,0.6993,0.61445,0.42865
"509",0.3629,0.8536,0.1581,0.6682,0.60825,0.41315
"510",0.3669,0.5284,0.1595,0.8042,0.44765,0.48185
"511",0.3671,0.5144,0.1585,0.7976,0.44075,0.47805
"512",0.3739,0.1063,0.1596,0.6561,0.2401,0.40785
"513",0.3659,0.7208,0.1617,-0.1244,0.54335,0.01865
"514",0.3594,0.7114,0.161,0.7002,0.5354,0.4306
"515",0.3706,0.0948,0.1603,0.6631,0.2327,0.4117
"516",0.3671,0.6688,0.1625,0.7714,0.51795,0.46695
"517",0.3673,0.651,0.1623,0.7613,0.50915,0.4618
"518",0.3752,0.2499,0.1647,-0.1285,0.31255,0.0181
"519",0.366,0.8324,0.1637,0.7834,0.5992,0.47355
"520",0.366,0.8121,0.1639,0.7011,0.58905,0.4325
"521",0.3663,0.7981,0.1654,0.792,0.5822,0.4787
"522",0.3692,0.7859,0.1652,0.7532,0.57755,0.4592
"523",0.3719,0.5024,0.1676,-0.1326,0.43715,0.0175
"524",0.371,0.4858,0.1668,0.703,0.4284,0.4349
"525",0.3712,0.4718,0.168,0.8013,0.4215,0.48465
"526",0.3748,0.284,0.1682,0.7451,0.3294,0.45665
"527",0.3726,0.4578,0.1706,-0.1337,0.4152,0.01845
"528",0.3747,0.3355,0.1698,0.7009,0.3551,0.43535
"529",0.3769,0.2331,0.171,0.8052,0.305,0.4881
"530",0.3764,0.3158,0.1712,0.737,0.3461,0.4541
"531",0.3762,0.301,0.1712,0.731,0.3386,0.4511
"532",0.372,0.7382,0.1735,-0.1348,0.5551,0.01935
"533",0.3738,0.6828,0.1727,0.7008,0.5283,0.43675
"534",0.381,0.2159,0.175,-0.1409,0.29845,0.01705
"535",0.3799,0.4205,0.1739,0.8051,0.4002,0.4895
"536",0.3725,0.9975,0.1741,0.7289,0.685,0.4515
"537",0.3703,0.9821,0.1757,0.7017,0.6762,0.4387
"538",0.3764,0.7648,0.178,-0.144,0.5706,0.017
"539",0.3791,0.7466,0.1769,0.804,0.56285,0.49045
"540",0.3822,0.4451,0.1771,0.7258,0.41365,0.45145
"541",0.3814,0.5709,0.1786,0.7026,0.47615,0.4406
"542",0.387,0.2068,0.1809,-0.1451,0.2969,0.0179
"543",0.3761,0.9481,0.1798,0.8019,0.6621,0.49085
"544",0.3759,0.9284,0.18,0.7247,0.65215,0.45235
"545",0.3761,0.9144,0.1815,0.7045,0.64525,0.443
"546",0.3763,0.9004,0.1838,-0.1382,0.63835,0.0228
"547",0.3766,0.8864,0.1827,0.7978,0.6315,0.49025
"548",0.3768,0.8724,0.1829,0.7246,0.6246,0.45375
"549",0.377,0.8584,0.1845,0.7045,0.6177,0.4445
"550",0.3776,0.8446,0.1868,-0.1352,0.6111,0.0258
"551",0.3829,0.5224,0.1857,0.7947,0.45265,0.4902
"552",0.3883,0.1178,0.1859,0.7245,0.25305,0.4552
"553",0.3803,0.7169,0.1874,0.7044,0.5486,0.4459
"554",0.3878,0.2752,0.1897,-0.1353,0.3315,0.0272
"555",0.3834,0.6714,0.1886,0.7916,0.5274,0.4901
"556",0.3825,0.6502,0.1888,0.7224,0.51635,0.4556
"557",0.389,0.2561,0.1904,0.7043,0.32255,0.44735
"558",0.3937,-0.0031,0.1926,-0.1374,0.1953,0.0276
"559",0.3818,0.8235,0.1916,0.7895,0.60265,0.49055
"560",0.3813,0.8045,0.1918,0.7193,0.5929,0.45555
"561",0.3815,0.7905,0.1933,0.7042,0.586,0.44875
"562",0.3824,0.7787,0.1956,-0.1385,0.58055,0.02855
"563",0.3868,0.4952,0.1945,0.7884,0.441,0.49145
"564",0.3803,0.4866,0.1947,0.7172,0.43345,0.45595
"565",0.3812,0.4694,0.1962,0.7041,0.4253,0.45015
"566",0.3904,0.294,0.1985,-0.1326,0.3422,0.03295
"567",0.3893,0.4524,0.1975,0.7883,0.42085,0.4929
"568",0.3896,0.339,0.1977,0.7161,0.3643,0.4569
"569",0.3911,0.2409,0.1992,0.704,0.316,0.4516
"570",0.3909,0.325,0.2014,-0.1277,0.35795,0.03685
"571",0.3912,0.3109,0.2004,0.7882,0.35105,0.4943
"572",0.3872,0.7291,0.2006,0.718,0.55815,0.4593
"573",0.3926,0.402,0.2021,0.7049,0.3973,0.4535
"574",0.3898,0.6805,0.2044,-0.1238,0.53515,0.0403
"575",0.3972,0.227,0.2034,0.7881,0.3121,0.49575
"576",0.3946,0.4282,0.2035,0.7199,0.4114,0.4617
"577",0.3872,0.9993,0.205,0.7078,0.69325,0.4564
"578",0.3856,0.9833,0.2073,-0.1219,0.68445,0.0427
"579",0.3921,0.7571,0.2063,0.787,0.5746,0.49665
"580",0.3923,0.7404,0.2065,0.7158,0.56635,0.46115
"581",0.3956,0.5656,0.2102,-0.1219,0.4806,0.04415
"582",0.4011,0.2098,0.2092,0.7849,0.30545,0.49705
"583",0.3909,0.9534,0.2132,-0.1271,0.67215,0.04305
"584",0.391,0.933,0.2122,0.7828,0.662,0.4975
"585",0.3912,0.919,0.2147,-0.1361,0.6551,0.0393
"586",0.3914,0.905,0.2151,0.7807,0.6482,0.4979
"587",0.3916,0.891,0.2176,-0.1422,0.6413,0.0377
"588",0.3918,0.877,0.2183,0.7823,0.6344,0.5003
"589",0.392,0.863,0.2208,-0.1367,0.6275,0.04205
"590",0.3923,0.849,0.2199,-0.1433,0.62065,0.0383
"591",0.3934,0.8356,0.2195,0.7936,0.6145,0.50655
"592",0.3971,0.5286,0.2234,-0.0933,0.46285,0.06505
"593",0.3974,0.5146,0.2234,-0.1013,0.456,0.06105
"594",0.4037,0.1189,0.2234,-0.1093,0.2613,0.05705
"595",0.3988,0.5509,0.2235,-0.1174,0.47485,0.05305
"596",0.4019,0.1037,0.2227,-0.1254,0.2528,0.04865
"597",0.3986,0.6679,0.2228,-0.1314,0.53325,0.0457
"598",0.3966,0.6466,0.2224,0.7945,0.5216,0.50845
"599",0.4022,0.387,0.2248,-0.0833,0.3946,0.07075
"600",0.4,0.2632,0.2262,-0.0392,0.3316,0.0935
"601",0.4037,0.2492,0.2255,-0.0492,0.32645,0.08815
"602",0.4037,0.0129,0.2262,-0.0593,0.2083,0.08345
"603",0.3968,0.8152,0.2254,0.7904,0.606,0.5079
"604",0.3966,0.7955,0.2277,-0.0693,0.59605,0.0792
"605",0.3968,0.7815,0.227,-0.0773,0.58915,0.07485
"606",0.3985,0.7699,0.2291,-0.0313,0.5842,0.0989
"607",0.3985,0.7188,0.2283,0.7853,0.55865,0.5068
"608",0.4017,0.4963,0.232,-0.0263,0.449,0.10285
"609",0.4035,0.2983,0.2313,0.7832,0.3509,0.50725
"610",0.3974,0.2829,0.235,-0.0254,0.34015,0.1048
"611",0.403,0.4479,0.2342,0.7821,0.42545,0.50815
"612",0.4055,0.334,0.2379,-0.0255,0.36975,0.1062
"613",0.4067,0.3151,0.2372,0.784,0.3609,0.5106
"614",0.4063,0.3078,0.2408,-0.0266,0.35705,0.1071
"615",0.4097,0.03,0.2401,0.7849,0.21985,0.5125
"616",0.4083,0.4093,0.2438,-0.0277,0.4088,0.10805
"617",0.4119,0.2293,0.243,0.7828,0.3206,0.5129
"618",0.4103,0.4366,0.2467,-0.0298,0.42345,0.10845
"619",0.4015,1.0061,0.246,0.7807,0.7038,0.51335
"620",0.4018,0.9869,0.2497,-0.0309,0.69435,0.1094
"621",0.4034,0.6421,0.2489,0.7776,0.52275,0.51325
"622",0.414,0.0451,0.2526,-0.032,0.22955,0.1103
"623",0.4074,0.7476,0.2519,0.7755,0.5775,0.5137
"624",0.4074,0.7294,0.2556,-0.0321,0.5684,0.11175
"625",0.4105,0.5722,0.2548,0.7714,0.49135,0.5131
"626",0.4168,0.209,0.2585,-0.0322,0.3129,0.11315
"627",0.406,0.9573,0.2578,0.7693,0.68165,0.51355
"628",0.406,0.937,0.2614,-0.0343,0.6715,0.11355
"629",0.4063,0.923,0.2607,0.7682,0.66465,0.51445
"630",0.4065,0.909,0.2644,-0.0344,0.65775,0.115
"631",0.4067,0.895,0.2637,0.7682,0.65085,0.51595
"632",0.4069,0.8809,0.2673,-0.0375,0.6439,0.1149
"633",0.4071,0.8669,0.2666,0.7681,0.637,0.51735
"634",0.4073,0.8529,0.2703,-0.0426,0.6301,0.11385
"635",0.4075,0.8389,0.2695,0.771,0.6232,0.52025
"636",0.4087,0.8251,0.2732,-0.0487,0.6169,0.11225
"637",0.4128,0.5263,0.2725,0.7749,0.46955,0.5237
"638",0.4185,0.1194,0.2762,-0.0568,0.26895,0.1097
"639",0.413,0.5546,0.2754,0.7798,0.4838,0.5276
"640",0.4195,0.0624,0.2792,-0.0639,0.24095,0.10765
"641",0.4121,0.6715,0.2783,0.7827,0.5418,0.5305
"642",0.4062,0.6596,0.2797,0.8168,0.5329,0.54825
"643",0.4138,0.4009,0.2797,0.8058,0.40735,0.54275
"644",0.4204,0.2356,0.2798,0.7977,0.328,0.53875
"645",0.4115,0.8099,0.279,0.7917,0.6107,0.53535
"646",0.4117,0.7959,0.2821,-0.068,0.6038,0.10705
"647",0.4119,0.7819,0.2826,0.8207,0.5969,0.55165
"648",0.4121,0.7679,0.2851,-0.0712,0.59,0.10695
"649",0.4142,0.7194,0.2856,0.8216,0.5668,0.5536
"650",0.4171,0.5101,0.288,-0.0743,0.4636,0.10685
"651",0.4154,0.4924,0.2885,0.8205,0.4539,0.5545
"652",0.4208,0.3362,0.291,-0.0784,0.3785,0.1063
"653",0.4218,0.0773,0.2915,0.8194,0.24955,0.55545
"654",0.4218,0.3203,0.2939,-0.0855,0.37105,0.1042
"655",0.4153,0.3113,0.2944,0.8224,0.3633,0.5584
"656",0.4227,0.4178,0.2969,-0.0886,0.42025,0.10415
"657",0.4247,0.0965,0.2973,0.8253,0.2606,0.5613
"658",0.4287,0.2229,0.2998,-0.0897,0.3258,0.10505
"659",0.424,0.4449,0.3002,0.8332,0.43445,0.5667
"660",0.4227,0.4313,0.3028,-0.0898,0.427,0.1065
"661",0.4166,1.006,0.3032,0.8381,0.7113,0.57065
"662",0.416,0.9869,0.3057,-0.0939,0.70145,0.1059
"663",0.4216,0.7538,0.3061,0.84,0.5877,0.57305
"664",0.4219,0.7398,0.3087,-0.102,0.58085,0.10335
"665",0.4265,0.5491,0.3102,-0.1111,0.4878,0.09955
"666",0.4324,0.2088,0.309,0.842,0.3206,0.5755
"667",0.4208,0.964,0.3117,-0.1201,0.6924,0.0958
"668",0.421,0.95,0.3131,-0.1282,0.6855,0.09245
"669",0.4212,0.936,0.312,0.8439,0.6786,0.57795
"670",0.4214,0.922,0.3146,-0.1353,0.6717,0.08965
"671",0.4216,0.9079,0.3149,0.8478,0.66475,0.58135
"672",0.4218,0.8939,0.3176,-0.1424,0.65785,0.0876
"673",0.4221,0.8799,0.3176,-0.1484,0.651,0.0846
"674",0.4223,0.8659,0.3178,0.8527,0.6441,0.58525
"675",0.4225,0.8519,0.3206,-0.1545,0.6372,0.08305
"676",0.4227,0.8379,0.321,0.8593,0.6303,0.59015
"677",0.4229,0.8239,0.3235,-0.1606,0.6234,0.08145
"678",0.4279,0.5296,0.325,-0.1657,0.47875,0.07965
"679",0.428,0.1118,0.3237,0.8646,0.2699,0.59415
"680",0.4279,0.5706,0.328,-0.1698,0.49925,0.0791
"681",0.4218,0.6703,0.3266,0.8725,0.54605,0.59955
"682",0.4266,0.8099,0.3309,-0.1739,0.61825,0.0785
"683",0.4268,0.7958,0.3295,0.8774,0.6113,0.60345
"684",0.427,0.7818,0.3339,-0.177,0.6044,0.07845
"685",0.4273,0.7678,0.3324,0.8813,0.59755,0.60685
"686",0.428,0.7216,0.3368,-0.1801,0.5748,0.07835
"687",0.4311,0.513,0.3354,0.8832,0.47205,0.6093
"688",0.4314,0.4948,0.3398,-0.1832,0.4631,0.0783
"689",0.4359,0.3396,0.3383,0.8852,0.38775,0.61175
"690",0.4324,0.3276,0.3427,-0.1913,0.38,0.0757
"691",0.4275,0.9783,0.3412,0.8861,0.7029,0.61365
"692",0.4383,0.4222,0.3457,-0.1944,0.43025,0.07565
"693",0.4423,0.2293,0.3442,0.888,0.3358,0.6161
"694",0.4392,0.4436,0.3486,-0.1945,0.4414,0.07705
"695",0.4406,0.4268,0.3471,0.8889,0.4337,0.618
"696",0.4318,1.006,0.3515,-0.1886,0.7189,0.08145
"697",0.432,0.992,0.3501,0.8898,0.712,0.61995
"698",0.4368,0.7538,0.3545,-0.1857,0.5953,0.0844
"699",0.437,0.7398,0.353,0.8917,0.5884,0.62235
"700",0.4409,0.5574,0.3574,-0.1848,0.49915,0.0863
"701",0.4475,0.2077,0.3559,0.8946,0.3276,0.62525
"702",0.4359,0.9639,0.3603,-0.1839,0.6999,0.0882
"703",0.4361,0.9499,0.3588,0.9056,0.693,0.6322
"704",0.4363,0.9359,0.3581,0.8976,0.6861,0.62785
"705",0.4365,0.9219,0.3633,-0.183,0.6792,0.09015
"706",0.4368,0.9079,0.3618,0.9095,0.67235,0.63565
"707",0.437,0.8939,0.3662,-0.1801,0.66545,0.09305
"708",0.4372,0.8799,0.3647,0.9094,0.65855,0.63705
"709",0.4374,0.8659,0.3691,-0.1751,0.65165,0.097
"710",0.4376,0.8519,0.3676,0.9113,0.64475,0.63945
"711",0.4378,0.8378,0.3721,-0.1752,0.6378,0.09845
"712",0.438,0.8238,0.3706,0.9122,0.6309,0.6414
"713",0.4424,0.5384,0.375,-0.1773,0.4904,0.09885
"714",0.4423,0.5241,0.3735,0.9151,0.4832,0.6443
"715",0.4439,0.5693,0.378,-0.1784,0.5066,0.0998
"716",0.4417,0.8098,0.3764,0.9231,0.62575,0.64975
"717",0.442,0.7958,0.3809,-0.1785,0.6189,0.1012
"718",0.4422,0.7818,0.3793,0.927,0.612,0.65315
"719",0.4424,0.7678,0.3838,-0.1766,0.6051,0.1036
"720",0.4431,0.7217,0.3823,0.9279,0.5824,0.6551
"721",0.4435,0.494,0.3868,-0.1767,0.46875,0.10505
"722",0.4525,0.1178,0.3852,0.9288,0.28515,0.657
"723",0.4503,0.3451,0.3897,-0.1768,0.3977,0.10645
"724",0.4465,0.6688,0.3882,0.9277,0.55765,0.65795
"725",0.4427,0.9782,0.3926,-0.1749,0.71045,0.10885
"726",0.4564,0.239,0.3911,0.9266,0.3477,0.65885
"727",0.458,0.2205,0.3956,-0.173,0.33925,0.1113
"728",0.4543,0.4434,0.394,0.9265,0.44885,0.66025
"729",0.4546,0.4245,0.3985,-0.17,0.43955,0.11425
"730",0.4469,1.0059,0.397,0.9244,0.7264,0.6607
"731",0.4471,0.9919,0.4014,-0.1661,0.7195,0.11765
"732",0.4535,0.6568,0.3999,0.9233,0.55515,0.6616
"733",0.4527,0.7553,0.4029,-0.1591,0.604,0.1219
"734",0.4521,0.7396,0.4043,-0.1411,0.59585,0.1316
"735",0.4616,0.2077,0.4036,-0.1511,0.33465,0.12625
"736",0.4522,0.9665,0.4029,0.9222,0.70935,0.66255
"737",0.4513,0.9495,0.4072,-0.1392,0.7004,0.134
"738",0.4515,0.9355,0.4058,0.9201,0.6935,0.66295
"739",0.4517,0.9215,0.4094,-0.1393,0.6866,0.13505
"740",0.4519,0.9075,0.4102,-0.1493,0.6797,0.13045
"741",0.4521,0.8934,0.4088,0.92,0.67275,0.6644
"742",0.4523,0.8794,0.4132,-0.1514,0.66585,0.1309
"743",0.4525,0.8654,0.4117,0.92,0.65895,0.66585
"744",0.4528,0.8514,0.4161,-0.1515,0.6521,0.1323
"745",0.453,0.8374,0.4146,0.9199,0.6452,0.66725
"746",0.4532,0.8234,0.419,-0.1336,0.6383,0.1427
"747",0.4578,0.5242,0.4183,-0.1436,0.491,0.13735
"748",0.457,0.5687,0.419,-0.1496,0.51285,0.1347
"749",0.458,0.8113,0.4176,0.9178,0.63465,0.6677
"750",0.4571,0.7949,0.4219,-0.1256,0.626,0.14815
"751",0.4573,0.7808,0.4205,0.9177,0.61905,0.6691
"752",0.4574,0.7669,0.4248,-0.1177,0.61215,0.15355
"753",0.4583,0.7248,0.4235,0.9156,0.59155,0.66955
"754",0.461,0.1192,0.4279,-0.0957,0.2901,0.1661
"755",0.465,0.3524,0.4277,-0.1058,0.4087,0.16095
"756",0.4624,0.6754,0.427,-0.1118,0.5689,0.1576
"757",0.4685,0.2536,0.4264,0.9155,0.36105,0.67095
"758",0.4593,0.9829,0.4306,-0.0908,0.7211,0.1699
"759",0.4718,0.2287,0.4294,0.9144,0.35025,0.6719
"760",0.4706,0.4408,0.4336,-0.0869,0.4557,0.17335
"761",0.4684,0.425,0.4323,0.9133,0.4467,0.6728
"762",0.4621,1.0034,0.4365,-0.084,0.73275,0.17625
"763",0.4674,0.6544,0.4352,0.9132,0.5609,0.6742
"764",0.4724,0.3419,0.4394,-0.078,0.40715,0.1807
"765",0.4681,0.7562,0.4382,0.9131,0.61215,0.67565
"766",0.4764,0.2094,0.4423,-0.0751,0.3429,0.1836
"767",0.4674,0.9656,0.4411,0.911,0.7165,0.67605
"768",0.4664,0.947,0.444,-0.0675,0.7067,0.18825
"769",0.4666,0.933,0.4441,0.9109,0.6998,0.6775
"770",0.4669,0.9189,0.4467,-0.0602,0.6929,0.19325
"771",0.4671,0.9049,0.446,-0.0662,0.686,0.1899
"772",0.4673,0.8909,0.447,0.9108,0.6791,0.6789
"773",0.4675,0.8769,0.4496,-0.0553,0.6722,0.19715
"774",0.4677,0.8629,0.4499,0.9097,0.6653,0.6798
"775",0.4679,0.8489,0.4526,-0.0544,0.6584,0.1991
"776",0.4681,0.8349,0.4529,0.9106,0.6515,0.68175
"777",0.4718,0.5226,0.4555,-0.0545,0.4972,0.2005
"778",0.4779,0.2692,0.4558,0.9115,0.37355,0.68365
"779",0.4687,0.5722,0.4585,-0.0566,0.52045,0.20095
"780",0.4729,0.8229,0.4588,0.9155,0.6479,0.68715
"781",0.4721,0.8064,0.4614,-0.0577,0.63925,0.20185
"782",0.4723,0.7924,0.4617,0.9204,0.63235,0.69105
"783",0.4725,0.7784,0.4644,-0.0598,0.62545,0.2023
"784",0.4744,0.7402,0.4646,0.9243,0.6073,0.69445
"785",0.4733,0.7228,0.4673,-0.0639,0.59805,0.2017
"786",0.4805,0.3623,0.4675,0.9272,0.4214,0.69735
"787",0.4763,0.6814,0.4703,-0.069,0.57885,0.20065
"788",0.4777,0.6634,0.4705,0.9281,0.57055,0.6993
"789",0.4839,0.2459,0.4732,-0.0751,0.3649,0.19905
"790",0.474,0.9919,0.4734,0.924,0.73295,0.6987
"791",0.4866,0.1165,0.4762,-0.0832,0.30155,0.1965
"792",0.4808,0.5164,0.4749,0.9149,0.4986,0.6949
"793",0.4877,0.2245,0.4764,0.9059,0.3561,0.69115
"794",0.4846,0.4488,0.4764,0.8978,0.4667,0.6871
"795",0.4843,0.4313,0.4765,0.8898,0.4578,0.68315
"796",0.488,0.2839,0.4765,0.8828,0.38595,0.67965
"797",0.4772,1.002,0.4791,-0.0873,0.7396,0.1959
"798",0.4878,0.3455,0.478,0.8747,0.41665,0.67635
"799",0.4831,0.7687,0.4821,-0.0934,0.6259,0.19435
"800",0.4919,0.2095,0.4809,0.8676,0.3507,0.67425
"801",0.4893,0.1077,0.485,-0.0995,0.2985,0.19275
"802",0.4823,0.9763,0.4839,0.8645,0.7293,0.6742
"803",0.4814,0.9593,0.488,-0.1016,0.72035,0.1932
"804",0.4816,0.9453,0.4868,0.8634,0.71345,0.6751
"805",0.4818,0.9313,0.4909,-0.0937,0.70655,0.1986
"806",0.482,0.9172,0.4902,-0.1017,0.6996,0.19425
"807",0.4822,0.9032,0.4898,0.8623,0.6927,0.67605
"808",0.4824,0.8892,0.4938,-0.0918,0.6858,0.201
"809",0.4827,0.8752,0.4927,0.8612,0.67895,0.67695
"810",0.4829,0.8612,0.4968,-0.0949,0.67205,0.20095
"811",0.4831,0.8472,0.4957,0.8581,0.66515,0.6769
"812",0.4933,0.2608,0.4997,-0.098,0.37705,0.20085
"813",0.496,0.1352,0.4986,0.856,0.3156,0.6773
"814",0.4879,0.8352,0.5028,-0.066,0.66155,0.2184
"815",0.487,0.8187,0.5026,-0.075,0.65285,0.2138
"816",0.4872,0.8047,0.5027,-0.0981,0.64595,0.2023
"817",0.4874,0.7907,0.5015,0.8549,0.63905,0.6782
"818",0.4893,0.7524,0.5055,-0.0581,0.62085,0.2237
"819",0.4883,0.7347,0.5048,-0.0641,0.6115,0.22035
"820",0.4885,0.7212,0.5056,-0.0781,0.60485,0.21375
"821",0.4953,0.3701,0.5056,-0.0932,0.4327,0.2062
"822",0.4975,0.3514,0.5045,0.8548,0.42445,0.67965
"823",0.4956,0.1565,0.5073,-0.0855,0.32605,0.2109
"824",0.4915,0.6796,0.5087,-0.0495,0.58555,0.2296
"825",0.4918,0.6605,0.5077,-0.0561,0.57615,0.2258
"826",0.4982,0.2989,0.5074,0.8577,0.39855,0.68255
"827",0.4991,0.2403,0.5114,-0.0472,0.3697,0.2321
"828",0.4894,0.9932,0.5103,0.8627,0.7413,0.6865
"829",0.4967,0.4648,0.5133,-0.1466,0.48075,0.18335
"830",0.4963,0.1735,0.5131,-0.1566,0.3349,0.17825
"831",0.4991,0.4413,0.5131,-0.1626,0.4702,0.17525
"832",0.5033,0.2766,0.5143,-0.0483,0.38995,0.233
"833",0.504,0.2188,0.5133,0.8666,0.3614,0.68995
"834",0.5032,0.3435,0.516,-0.1366,0.42335,0.1897
"835",0.498,0.7804,0.5161,-0.1667,0.6392,0.1747
"836",0.4975,0.9773,0.5172,-0.0494,0.7374,0.2339
"837",0.4965,0.957,0.5162,0.8685,0.72675,0.69235
"838",0.4968,0.943,0.5189,-0.1337,0.7199,0.1926
"839",0.497,0.929,0.519,-0.1708,0.713,0.1741
"840",0.4972,0.915,0.5202,-0.0425,0.7061,0.23885
"841",0.4974,0.901,0.5202,-0.0495,0.6992,0.23535
"842",0.4976,0.887,0.5206,-0.203,0.6923,0.1588
"843",0.4978,0.8729,0.5206,-0.21,0.68535,0.1553
"844",0.498,0.8589,0.5191,0.8684,0.67845,0.69375
"845",0.5074,0.3126,0.5216,-0.0325,0.41,0.24455
"846",0.5085,0.2546,0.5219,-0.1268,0.38155,0.19755
"847",0.5108,0.2114,0.5219,-0.1328,0.3611,0.19455
"848",0.5072,0.4794,0.5213,-0.1749,0.4933,0.1732
"849",0.5114,0.1393,0.522,-0.183,0.32535,0.1695
"850",0.5028,0.8465,0.5223,-0.1944,0.67465,0.16395
