turk;turk2
165.26;875.78
162.12;879.02
152.26;889.18
139.07;902.8
135.23;906.76
133.31;908.73
120.21;922.24
116.03;926.56
113.41;929.26
107.13;935.74
104.51;938.44
101.37;941.68
903.37;114.35
899.79;118.04
896.65;121.28
893.51;124.52
890.37;127.76
887.23;131
878.23;140.28
874.66;143.97
871.52;147.21
868.37;150.45
865.23;153.69
853.1;166.21
849.52;169.9
846.38;173.14
843.24;176.38
840.09;179.62
836.95;182.86
833.81;186.1
812.25;208.34
808.67;212.03
777.69;244
774.11;247.69
770.97;250.93
765.12;256.97
761.54;260.65
749.41;273.17
351.41;683.74
347.84;687.43
344.69;690.67
341.55;693.91
338.41;697.16
326.28;709.67
322.7;713.36
319.56;716.6
316.42;719.85
313.97;722.37
298.39;738.44
149.01;892.54
992.23;22.677
988.12;26.925
984.97;30.166
981.83;33.408
978.69;36.649
975.55;39.89
972.4;43.132
969.26;46.373
966.12;49.614
962.98;52.856
960.71;55.193
884.08;134.25
881.63;136.77
862.08;156.94
858.94;160.18
830.66;189.35
827.52;192.59
824.38;195.84
821.24;199.08
818.09;202.32
815.65;204.84
805.53;215.28
802.38;218.52
799.24;221.77
796.1;225.01
792.96;228.25
783.97;237.52
768.52;253.46
758.39;263.9
755.25;267.14
746.79;275.88
743.64;279.12
334.13;701.57
330.37;705.45
111.04;931.71
788.83;232.51
385.81;648.26
381.69;652.51
378.55;655.75
375.4;658.99
372.26;662.24
369.12;665.48
365.98;668.72
362.84;671.96
359.69;675.2
356.55;678.44
353.41;681.68
310.4;726.06
306.28;730.3
303.14;733.55
300;736.79
153.45;887.96
140.88;900.92
137.09;904.84
123.34;919.02
119.15;923.34
116.01;926.59
113.92;928.74
910.95;106.53
906.41;111.21
903.27;114.46
900.13;117.7
896.98;120.94
893.84;124.18
890.7;127.42
887.56;130.66
878.74;139.76
874.99;143.63
871.85;146.87
868.7;150.11
865.56;153.35
856.75;162.45
852.99;166.32
849.85;169.56
846.71;172.8
843.57;176.04
840.43;179.28
837.28;182.52
834.14;185.77
812.76;207.83
809.01;211.7
781.34;240.24
777.58;244.11
774.44;247.35
771.3;250.59
765.63;256.45
761.87;260.32
753.06;269.41
749.31;273.28
740.49;282.38
736.74;286.25
349.3;685.92
345.72;689.61
342.58;692.86
339.44;696.1
336.3;699.34
327.31;708.61
323.73;712.3
320.59;715.55
317.45;718.79
314.3;722.03
296.41;740.49
149.73;891.8
994.47;20.376
990.89;24.065
987.75;27.307
984.61;30.548
981.46;33.789
978.32;37.031
975.18;40.272
972.04;43.513
968.9;46.755
965.75;49.996
963.58;52.243
884.76;133.55
881.09;137.33
862.76;156.24
859.1;160.02
831.34;188.66
827.5;192.62
824.36;195.86
821.22;199.1
818.08;202.34
815.11;205.4
806.21;214.59
802.37;218.55
799.22;221.79
796.08;225.03
792.94;228.27
785;236.47
768.85;253.12
759.07;263.21
755.41;266.99
746.51;276.17
742.84;279.95
734.07;289
333.15;702.59
330.71;705.11
143.86;897.86
915.39;101.96
789.7;231.61
387.96;646.05
384.81;649.29
381.67;652.53
378.53;655.77
375.39;659.02
372.25;662.26
369.1;665.5
365.96;668.74
362.82;671.98
359.68;675.22
356.54;678.46
353.39;681.71
310.01;726.45
306.26;730.33
303.12;733.57
299.98;736.81
154.74;886.63
139.56;902.3
126.46;915.8
122.28;920.12
119.13;923.37
117.04;925.52
911.98;105.48
908.14;109.44
905;112.68
901.85;115.92
898.71;119.16
895.57;122.4
892.43;125.64
889.29;128.88
877.83;140.7
873.58;145.09
870.43;148.33
867.29;151.57
855.84;163.39
851.58;167.78
848.44;171.02
845.3;174.26
842.15;177.5
839.01;180.74
835.87;183.99
811.85;208.77
780.43;241.18
776.17;245.57
773.03;248.81
764.72;257.39
752.15;270.35
739.58;283.32
730.26;292.93
726.6;296.71
349.13;686.11
345.01;690.36
341.87;693.6
338.72;696.84
335.58;700.08
327.13;708.8
323.01;713.05
319.87;716.29
316.73;719.53
313.59;722.77
295.92;740.99
151.6;889.88
148.45;893.12
995.34;19.479
991.22;23.727
988.08;26.968
984.94;30.21
981.8;33.451
978.65;36.692
975.51;39.934
972.37;43.175
969.23;46.416
966.09;49.658
964.35;51.451
885.53;132.76
881.95;136.45
863.53;155.45
859.95;159.14
832.11;187.87
828.53;191.56
825.39;194.8
822.25;198.04
819.11;201.28
815.96;204.52
806.97;213.8
803.4;217.49
800.25;220.73
797.11;223.97
793.97;227.21
784.98;236.49
769.27;252.69
759.84;262.42
756.27;266.11
747.27;275.38
743.7;279.07
734.71;288.35
331.74;704.05
145.04;896.64
141.38;900.42
916.78;100.52
790.73;230.55
787.33;234.06
388.02;645.98
384.45;649.67
381.31;652.91
378.16;656.16
375.02;659.4
371.88;662.64
368.74;665.88
365.59;669.12
362.45;672.36
359.31;675.6
356.17;678.85
353.03;682.09
309.47;727.02
305.9;730.71
302.75;733.95
299.61;737.19
154.31;887.09
129.17;913.02
125.05;917.26
122.08;920.33
120.17;922.3
911.7;105.77
908.12;109.46
904.98;112.7
901.84;115.94
898.69;119.18
895.55;122.42
892.41;125.66
889.27;128.9
877.14;141.42
873.56;145.11
870.42;148.35
867.27;151.59
855.14;164.11
851.56;167.8
848.42;171.04
845.28;174.28
842.14;177.53
839;180.77
835.85;184.01
811.15;209.49
779.73;241.9
776.15;245.59
773.01;248.83
764.02;258.11
751.45;271.08
738.88;284.04
729.46;293.77
725.88;297.45
722.74;300.7
720.56;302.94
349.88;685.34
346.74;688.58
343.59;691.82
340.45;695.06
337.31;698.3
334.17;701.54
328.32;707.57
324.74;711.27
321.6;714.51
318.46;717.75
315.32;720.99
312.87;723.51
296.46;740.44
293.23;743.77
149.48;892.06
997.58;17.177
994;20.867
990.86;24.109
987.71;27.35
984.57;30.591
981.43;33.833
978.29;37.074
975.15;40.315
972;43.557
968.86;46.798
966.68;49.045
886.03;132.25
882.28;136.12
879.49;139
864.04;154.93
860.29;158.8
857.49;161.69
832.62;187.35
828.87;191.22
825.72;194.46
822.58;197.7
819.44;200.94
816.3;204.18
813.5;207.06
807.48;213.28
803.73;217.15
800.59;220.39
797.44;223.63
794.3;226.87
783.13;238.4
769.78;252.17
766.37;255.68
760.35;261.9
756.6;265.77
753.8;268.65
747.78;274.86
744.03;278.73
741.24;281.62
735.21;287.83
731.81;291.34
145.81;895.85
143.46;898.28
919.28;97.946
916.14;101.19
790.46;230.84
787.31;234.08
718.19;305.39
388.69;645.3
384.43;649.7
381.29;652.94
378.15;656.18
375;659.42
371.86;662.66
368.72;665.9
365.58;669.14
362.44;672.38
359.29;675.63
356.15;678.87
353.01;682.11
332.13;703.65
310.14;726.34
305.88;730.73
302.74;733.97
299.59;737.21
155.49;885.86
151.92;889.55
131.67;910.44
127.48;914.77
124.34;918.01
122.25;920.16
912.73;104.71
909.15;108.4
906.01;111.64
902.87;114.88
899.72;118.12
896.58;121.36
893.44;124.6
890.3;127.85
875.02;143.6
871.45;147.29
868.3;150.54
853.03;166.29
849.45;169.98
846.31;173.22
843.17;176.47
840.03;179.71
836.88;182.95
777.62;244.09
774.04;247.78
727.35;295.95
723.77;299.64
720.63;302.88
715.56;308.1
349.25;685.99
345.67;689.68
342.53;692.92
339.39;696.16
336.25;699.4
327.25;708.68
323.68;712.37
320.54;715.61
317.39;718.85
314.25;722.09
295.83;741.09
292.04;745.01
148.68;892.9
998.45;16.28
994.33;20.529
991.19;23.77
988.05;27.011
984.9;30.253
981.76;33.494
978.62;36.735
975.48;39.977
972.34;43.218
969.54;46.099
967.98;47.713
887.06;131.19
883.31;135.06
880.17;138.3
877.38;141.18
865.07;153.88
861.32;157.75
858.17;160.99
855.38;163.87
833.65;186.29
829.9;190.16
826.75;193.4
823.61;196.64
820.47;199.88
817.33;203.12
814.18;206.37
811.04;209.61
807.9;212.85
804.76;216.09
801.62;219.33
798.47;222.57
795.33;225.81
792.19;229.06
783.74;237.77
779.97;241.66
770.81;251.12
767.05;254.99
763.91;258.23
760.77;261.47
757.63;264.71
754.49;267.95
751.34;271.19
748.2;274.43
745.06;277.68
741.92;280.92
738.77;284.16
735.63;287.4
732.49;290.64
729.7;293.52
712.42;311.35
145.01;896.68
920.31;96.888
917.17;100.13
788.34;233.02
391.13;642.79
387.55;646.48
384.41;649.72
381.27;652.96
378.13;656.2
374.99;659.44
371.84;662.68
368.7;665.92
365.56;669.16
362.42;672.41
359.28;675.65
356.13;678.89
352.99;682.13
331.43;704.37
309.44;727.06
305.86;730.75
302.72;733.99
299.58;737.23
156.79;884.53
153.64;887.78
134.53;907.49
130.95;911.19
127.46;914.79
125.37;916.94
913.76;103.65
910.18;107.34
907.04;110.58
903.9;113.82
900.75;117.06
897.61;120.3
894.47;123.55
891.33;126.79
872.91;145.79
869.33;149.48
850.92;168.48
847.34;172.17
844.2;175.41
841.06;178.65
837.91;181.89
775.51;246.27
725.23;298.13
721.66;301.82
718.51;305.06
715.37;308.3
709.16;314.71
350.28;684.93
346.35;688.98
343.21;692.22
340.07;695.46
336.93;698.7
334.31;701.41
328.28;707.62
324.36;711.67
321.22;714.91
318.07;718.15
314.93;721.39
312.31;724.09
296.86;740.03
292.94;744.08
290.14;746.96
150.36;891.16
147.62;893.99
1000.9;13.707
997.8;16.949
994.66;20.19
991.52;23.431
988.38;26.673
985.24;29.914
982.09;33.155
978.95;36.397
975.81;39.638
972.14;43.422
970.05;45.577
888.18;130.04
885.04;133.28
881.9;136.52
878.75;139.76
876.31;142.28
866.19;152.73
863.04;155.97
859.9;159.21
856.76;162.45
854.32;164.97
834.77;185.14
831.62;188.38
828.48;191.62
825.34;194.86
822.2;198.1
819.06;201.35
815.91;204.59
812.77;207.83
809.63;211.07
806.49;214.31
803.34;217.55
800.2;220.79
797.06;224.03
793.92;227.28
790.78;230.52
784.93;236.55
781.35;240.24
778.91;242.76
771.92;249.97
768.78;253.21
765.64;256.45
762.5;259.69
759.36;262.93
756.21;266.17
753.07;269.41
749.93;272.65
746.79;275.9
743.65;279.14
740.5;282.38
737.36;285.62
734.22;288.86
731.08;292.1
728.63;294.62
712.92;310.83
705.94;318.03
137.92;904
920.99;96.189
917.85;99.43
393.73;640.1
389.98;643.98
386.84;647.22
383.7;650.46
380.56;653.7
377.41;656.94
374.27;660.18
371.13;663.42
367.99;666.67
364.84;669.91
361.7;673.15
358.56;676.39
355.42;679.63
308.9;727.62
305.15;731.49
302;734.73
157.82;883.48
154.68;886.72
132.68;909.41
128.75;913.46
913.58;103.83
909.47;108.08
906.32;111.32
903.18;114.56
900.04;117.8
896.9;121.05
893.76;124.29
890.61;127.53
872.74;145.97
868.62;150.22
850.74;168.66
846.62;172.91
843.48;176.15
840.34;179.39
837.2;182.63
787.9;233.49
775.33;246.45
725.06;298.31
720.94;302.56
717.8;305.8
714.66;309.04
709.35;314.52
703.07;321
351.15;684.03
347.03;688.28
343.89;691.52
340.75;694.76
337.61;698.01
334.47;701.25
331.32;704.49
328.18;707.73
325.04;710.97
321.9;714.21
318.76;717.45
315.61;720.69
312.47;723.94
297.74;739.14
293.62;743.38
290.48;746.63
288.47;748.7
151.79;889.69
1001.7;12.92
998.14;16.61
994.99;19.852
991.85;23.093
988.71;26.334
985.57;29.576
982.43;32.817
979.28;36.058
976.14;39.3
973.17;42.361
971.08;44.518
886.77;131.5
883.63;134.74
880.48;137.98
877.34;141.22
864.77;154.19
861.63;157.43
858.49;160.67
855.35;163.91
833.35;186.6
830.21;189.84
827.07;193.08
823.93;196.32
820.78;199.57
817.64;202.81
814.5;206.05
811.36;209.29
808.22;212.53
805.07;215.77
801.93;219.01
798.79;222.26
795.65;225.5
792.5;228.74
783.08;238.46
779.94;241.7
770.51;251.43
767.37;254.67
764.23;257.91
761.08;261.15
757.94;264.39
754.8;267.63
751.66;270.88
748.52;274.12
745.37;277.36
742.23;280.6
739.09;283.84
735.95;287.08
732.81;290.32
729.66;293.57
699.42;324.76
396.34;637.42
141.05;900.78
136.86;905.1
921.32;95.85
918.18;99.092
393.19;640.67
389.27;644.72
386.12;647.96
382.98;651.2
379.84;654.44
376.7;657.68
373.56;660.92
370.41;664.17
367.27;667.41
364.13;670.65
360.99;673.89
357.85;677.13
354.7;680.37
308.62;727.91
304.43;732.23
301.29;735.48
157.63;883.67
154.66;886.73
132.66;909.43
914.77;102.61
911.19;106.3
908.05;109.54
904.91;112.78
901.77;116.03
898.63;119.27
895.48;122.51
892.34;125.75
889.2;128.99
873.92;144.75
870.35;148.44
867.2;151.68
851.93;167.44
848.35;171.13
845.21;174.37
842.07;177.61
838.93;180.85
835.78;184.09
789.09;232.27
785.51;235.96
776.52;245.23
772.94;248.92
726.25;297.09
722.67;300.78
719.53;304.02
716.39;307.27
713.24;310.51
710.1;313.75
706.96;316.99
703.82;320.23
696.4;327.88
350.51;684.7
346.32;689.02
343.18;692.26
340.03;695.51
336.89;698.75
333.75;701.99
330.61;705.23
327.47;708.47
324.32;711.71
321.18;714.95
318.04;718.2
314.9;721.44
312.28;724.14
297.09;739.81
292.9;744.13
289.76;747.37
287.32;749.89
1002.6;12.023
998.47;16.272
995.33;19.513
992.18;22.754
989.04;25.996
985.9;29.237
982.76;32.478
979.62;35.72
976.47;38.961
973.86;41.662
972.12;43.456
885.96;132.33
882.21;136.2
879.07;139.44
876.28;142.32
863.97;155.02
860.22;158.89
857.07;162.13
854.28;165.01
832.55;187.43
828.8;191.3
825.65;194.55
822.51;197.79
819.37;201.03
816.23;204.27
813.09;207.51
809.94;210.75
806.8;213.99
803.66;217.23
800.52;220.48
797.38;223.72
794.23;226.96
791.44;229.84
782.27;239.3
778.87;242.81
769.71;252.26
765.95;256.13
762.81;259.37
759.67;262.61
756.53;265.86
753.39;269.1
750.24;272.34
747.1;275.58
743.96;278.82
740.82;282.06
737.68;285.3
734.53;288.54
731.39;291.79
728.6;294.67
700.58;323.57
692.46;331.94
667.2;358.01
398.26;635.44
144.43;897.29
140.68;901.16
137.1;904.85
922.09;95.063
918.51;98.753
670.64;354.46
663.66;361.66
393.17;640.69
389.6;644.38
386.46;647.62
383.31;650.86
380.17;654.1
377.03;657.34
373.89;660.59
370.75;663.83
367.6;667.07
364.46;670.31
361.32;673.55
358.18;676.79
355.04;680.03
308.34;728.21
304.76;731.9
301.62;735.14
135.79;906.21
915.28;102.09
911.53;105.96
908.38;109.2
905.24;112.45
902.1;115.69
898.96;118.93
895.82;122.17
892.67;125.41
889.53;128.65
871.66;147.09
867.54;151.34
849.66;169.78
845.54;174.03
842.4;177.27
839.26;180.51
836.12;183.76
786.82;234.61
774.25;247.58
723.98;299.44
719.86;303.69
716.72;306.93
713.58;310.17
710.43;313.41
707.29;316.65
704.15;319.89
695.7;328.61
689.41;335.09
351.8;683.37
348.05;687.24
344.9;690.49
341.76;693.73
338.62;696.97
335.48;700.21
332.34;703.45
329.19;706.69
326.05;709.93
322.91;713.18
319.77;716.42
316.63;719.66
313.48;722.9
310.69;725.78
298.38;738.48
294.63;742.35
291.49;745.59
288.35;748.83
285.73;751.53
147.04;894.6
1005.1;9.4503
1001.9;12.692
998.8;15.933
995.66;19.174
992.52;22.416
989.37;25.657
986.23;28.898
983.09;32.14
979.95;35.381
975.97;39.488
974.19;41.316
885.42;132.89
881.84;136.58
878.7;139.82
875.56;143.07
863.43;155.58
859.85;159.27
856.71;162.51
853.57;165.76
832.01;188
828.43;191.69
825.29;194.93
822.15;198.17
819;201.41
815.86;204.65
812.72;207.89
809.58;211.13
806.44;214.38
803.29;217.62
800.15;220.86
797.01;224.1
793.87;227.34
790.72;230.58
781.73;239.86
778.16;243.55
769.17;252.82
765.59;256.51
762.45;259.75
759.3;263
756.16;266.24
753.02;269.48
749.88;272.72
746.74;275.96
743.59;279.2
740.45;282.44
737.31;285.68
734.17;288.93
731.03;292.17
727.88;295.41
700.04;324.13
685.12;339.53
673.33;351.68
667.05;358.16
660.9;364.51
400.49;633.14
396.92;636.83
142.32;899.47
138.92;902.98
922.96;94.166
918.85;98.414
682.49;342.24
393.68;640.17
389.93;644.04
386.79;647.28
383.65;650.52
380.5;653.76
377.36;657.01
374.22;660.25
371.08;663.49
367.94;666.73
364.79;669.97
361.65;673.21
358.51;676.45
355.37;679.7
306.07;730.55
301.95;734.8
150.43;891.1
914.74;102.66
911.16;106.34
908.02;109.59
904.88;112.83
901.73;116.07
898.59;119.31
895.45;122.55
892.31;125.79
889.16;129.03
870.75;148.03
867.17;151.72
848.75;170.72
845.18;174.41
842.03;177.65
838.89;180.9
835.75;184.14
785.91;235.55
773.34;248.52
723.07;300.38
719.49;304.07
716.35;307.31
713.21;310.55
710.07;313.79
706.92;317.03
703.78;320.27
694.79;329.55
691.21;333.24
688.07;336.48
679.08;345.76
675.5;349.45
669.65;355.48
663.37;361.96
657.09;368.45
351.52;683.66
348.38;686.91
345.24;690.15
342.09;693.39
338.95;696.63
335.81;699.87
332.67;703.11
329.53;706.35
326.38;709.6
323.24;712.84
320.1;716.08
316.96;719.32
313.82;722.56
310.67;725.8
298.11;738.77
294.96;742.01
291.82;745.25
288.68;748.49
284.7;752.6
145.19;896.51
1005.9;8.6634
1002.3;12.353
999.13;15.594
995.99;18.836
992.85;22.077
989.71;25.318
986.56;28.56
983.42;31.801
980.28;35.043
976.79;38.643
885.93;132.37
882.18;136.24
879.03;139.49
875.89;142.73
873.1;145.61
863.93;155.06
860.18;158.93
857.04;162.18
853.9;165.42
851.11;168.3
832.51;187.48
828.76;191.35
825.62;194.59
822.48;197.83
819.34;201.07
816.19;204.31
813.05;207.55
809.91;210.8
806.77;214.04
803.62;217.28
800.48;220.52
797.34;223.76
794.2;227
791.06;230.24
788.26;233.12
782.24;239.34
778.49;243.21
775.7;246.09
769.67;252.3
765.92;256.17
762.78;259.42
759.64;262.66
756.49;265.9
753.35;269.14
750.21;272.38
747.07;275.62
743.93;278.86
740.78;282.1
737.64;285.35
734.5;288.59
731.36;291.83
728.22;295.07
725.42;297.95
700.55;323.61
697.14;327.12
684.84;339.82
672.7;352.34
666.42;358.82
660.13;365.3
653.41;372.23
651.59;374.12
648.79;377
401.53;632.08
397.95;635.77
142.04;899.76
925.46;91.593
922.32;94.835
919.18;98.076
645.82;380.07
642.68;383.31
634.82;391.42
394.71;639.11
390.96;642.98
387.82;646.22
384.68;649.46
381.53;652.71
378.39;655.95
375.25;659.19
372.11;662.43
368.97;665.67
365.82;668.91
362.68;672.15
359.54;675.4
356.4;678.64
353.25;681.88
307.1;729.49
302.98;733.74
299.84;736.98
153.56;887.88
149.37;892.21
928.6;88.359
916.03;101.32
912.89;104.57
909.75;107.81
906.6;111.05
903.46;114.29
900.32;117.53
897.18;120.77
894.04;124.01
890.89;127.26
868.9;149.94
846.9;172.63
843.76;175.88
840.62;179.12
837.48;182.36
721.22;302.29
718.08;305.53
714.94;308.77
711.79;312.01
708.65;315.25
705.51;318.49
692.94;331.46
689.8;334.7
680.37;344.43
677.23;347.67
639.79;386.29
629.89;396.5
624.08;402.5
349.41;685.85
346.27;689.09
343.12;692.33
339.98;695.57
336.84;698.81
333.7;702.05
330.56;705.29
327.41;708.54
324.27;711.78
321.13;715.02
317.99;718.26
314.85;721.5
311.7;724.74
295.99;740.95
292.85;744.19
289.71;747.43
286.57;750.67
283.6;753.73
145.59;896.1
1006.7;7.7662
1002.6;12.015
999.46;15.256
996.32;18.497
993.18;21.739
990.04;24.98
986.9;28.221
983.75;31.463
980.61;34.704
977.69;37.718
887.75;130.5
884.6;133.75
881.46;136.99
878.32;140.23
875.18;143.47
872.04;146.71
865.75;153.19
862.61;156.43
859.47;159.68
856.32;162.92
853.18;166.16
850.04;169.4
834.33;185.61
831.19;188.85
828.05;192.09
824.9;195.33
821.76;198.57
818.62;201.81
815.48;205.05
812.34;208.3
809.19;211.54
806.05;214.78
802.91;218.02
799.77;221.26
796.63;224.5
793.48;227.74
790.34;230.99
787.2;234.23
784.06;237.47
780.91;240.71
777.77;243.95
774.63;247.19
771.49;250.43
768.35;253.67
765.2;256.92
762.06;260.16
758.92;263.4
755.78;266.64
752.64;269.88
749.49;273.12
746.35;276.36
743.21;279.61
740.07;282.85
736.93;286.09
733.78;289.33
730.64;292.57
727.5;295.81
724.36;299.05
702.36;321.74
699.22;324.98
696.08;328.23
686.65;337.95
683.51;341.19
674.08;350.92
671.29;353.8
667.81;357.39
663.96;361.36
660.82;364.6
657.68;367.84
654.53;371.08
651.39;374.32
648.25;377.57
627.3;399.18
620.8;405.88
616.83;409.98
402.56;631.02
398.98;634.71
931.99;84.864
925.7;91.346
921.95;95.216
918.81;98.458
644.75;381.17
635.33;390.9
613.33;413.59
395.74;638.05
391.99;641.92
388.85;645.16
385.71;648.41
382.56;651.65
379.42;654.89
376.28;658.13
373.14;661.37
370;664.61
366.85;667.85
363.71;671.1
360.57;674.34
357.43;677.58
354.29;680.82
351.14;684.06
308.13;728.43
304.01;732.68
300.87;735.92
297.73;739.16
156.26;885.1
152.14;889.35
149;892.59
928.58;88.381
915.66;101.71
912.52;104.95
909.38;108.19
906.24;111.43
903.1;114.67
899.95;117.91
896.81;121.15
893.67;124.4
890.53;127.64
869.14;149.7
847.15;172.39
843.4;176.26
840.25;179.5
837.11;182.74
721.47;302.04
717.71;305.91
714.57;309.15
711.43;312.39
708.29;315.63
705.14;318.88
693.19;331.21
689.43;335.08
680.62;344.18
676.87;348.05
641.6;384.42
638.46;387.66
632.18;394.15
610.18;416.84
347.3;688.03
344.15;691.27
341.01;694.51
337.87;697.75
334.73;700.99
331.59;704.24
328.44;707.48
325.3;710.72
322.16;713.96
319.02;717.2
315.88;720.44
312.73;723.68
293.88;743.13
290.74;746.37
287.6;749.61
284.46;752.86
281.84;755.56
146.21;895.47
1007.8;6.7074
1003.6;10.956
1000.5;14.197
997.35;17.438
994.21;20.68
991.07;23.921
987.93;27.162
984.78;30.404
981.64;33.645
978.72;36.66
886.42;131.88
882.84;135.57
879.7;138.81
876.56;142.05
873.41;145.29
864.42;154.57
860.85;158.26
857.7;161.5
854.56;164.74
851.42;167.98
833;186.98
829.43;190.67
826.28;193.91
823.14;197.15
820;200.39
816.86;203.64
813.71;206.88
810.57;210.12
807.43;213.36
804.29;216.6
801.15;219.84
798;223.08
794.86;226.33
791.72;229.57
788.58;232.81
785.44;236.05
782.29;239.29
779.15;242.53
776.01;245.77
772.87;249.01
769.73;252.26
766.58;255.5
763.44;258.74
760.3;261.98
757.16;265.22
754.02;268.46
750.87;271.7
747.73;274.95
744.59;278.19
741.45;281.43
738.3;284.67
735.16;287.91
732.02;291.15
728.88;294.39
725.74;297.63
701.04;323.12
697.46;326.81
685.33;339.32
672.23;352.83
663.59;361.74
660.45;364.98
657.31;368.22
654.17;371.47
651.03;374.71
647.88;377.95
629.03;397.4
625.89;400.64
622.75;403.88
619.6;407.12
616.46;410.36
607.21;419.91
403.59;629.96
400.01;633.65
935.12;81.642
931.36;85.514
925.69;91.366
921.94;95.238
918.79;98.479
644.74;381.2
635.31;390.92
613.31;413.61
604.06;423.15
601.27;426.04
396.77;636.99
393.02;640.86
389.88;644.11
386.74;647.35
383.59;650.59
380.45;653.83
377.31;657.07
374.17;660.31
371.03;663.55
367.88;666.79
364.74;670.04
361.6;673.28
358.46;676.52
355.32;679.76
352.17;683
349.03;686.24
309.16;727.37
305.04;731.62
301.9;734.86
298.76;738.1
295.62;741.35
158.34;882.96
154.22;887.21
151.08;890.45
148.81;892.79
914.95;102.45
910.76;106.77
907.62;110.01
904.47;113.25
901.33;116.49
898.19;119.74
895.05;122.98
891.91;126.22
888.76;129.46
870.96;147.83
866.77;152.15
848.96;170.52
844.77;174.84
841.63;178.08
838.49;181.32
835.35;184.56
723.28;300.17
719.09;304.49
715.95;307.73
712.81;310.97
709.67;314.22
706.52;317.46
703.38;320.7
695;329.34
690.81;333.66
687.67;336.91
682.43;342.31
678.24;346.63
675.1;349.87
641.32;384.72
637.75;388.41
631.9;394.44
609.82;417.22
344.92;690.48
341.34;694.17
338.2;697.41
335.06;700.66
331.92;703.9
328.78;707.14
325.63;710.38
322.49;713.62
319.35;716.86
316.21;720.1
313.07;723.35
291.51;745.59
287.93;749.28
284.79;752.52
281.09;756.33
1010.3;4.1344
1007.1;7.3758
1004;10.617
1000.8;13.858
997.68;17.1
994.54;20.341
991.4;23.582
988.26;26.824
985.12;30.065
981.45;33.847
979.36;36
937.72;78.955
928.3;88.679
884.31;134.06
880.73;137.75
877.59;140.99
875.14;143.51
862.31;156.75
858.73;160.44
855.59;163.68
853.15;166.2
830.89;189.16
827.31;192.85
824.17;196.09
821.03;199.34
817.89;202.58
814.74;205.82
811.6;209.06
808.46;212.3
805.32;215.54
802.18;218.78
799.03;222.02
795.89;225.27
792.75;228.51
789.61;231.75
786.47;234.99
783.32;238.23
780.18;241.47
777.04;244.71
773.9;247.96
770.76;251.2
767.61;254.44
764.47;257.68
761.33;260.92
758.19;264.16
755.05;267.4
751.9;270.64
748.76;273.89
745.62;277.13
742.48;280.37
739.34;283.61
736.19;286.85
733.05;290.09
729.91;293.33
727.47;295.86
699.54;324.67
671.04;354.06
663.16;362.2
659.04;366.44
655.9;369.69
652.75;372.93
649.61;376.17
646.47;379.41
628.36;398.09
625.35;401.2
622.73;403.89
606.32;420.83
598.12;429.29
594.1;433.43
404.46;629.07
400.34;633.32
933.16;83.664
923.73;93.388
919.47;97.78
602.56;424.71
396.23;637.56
392.65;641.25
389.51;644.49
386.37;647.73
383.23;650.97
380.09;654.21
376.94;657.45
373.8;660.69
370.66;663.94
367.52;667.18
364.37;670.42
361.23;673.66
358.09;676.9
354.95;680.14
351.81;683.38
348.66;686.62
308.25;728.31
304.68;732
301.53;735.24
298.39;738.49
295.25;741.73
160.84;880.39
157.7;883.63
154.55;886.87
151.41;890.11
148.44;893.17
940.85;75.73
915.71;101.66
912.14;105.35
909;108.59
905.85;111.83
902.71;115.07
899.57;118.32
896.43;121.56
893.29;124.8
890.14;128.04
887;131.28
871.73;147.04
868.15;150.73
865.01;153.97
849.73;169.73
846.15;173.42
843.01;176.66
839.87;179.9
836.73;183.14
833.59;186.38
724.05;299.38
720.47;303.07
717.33;306.31
714.19;309.56
711.04;312.8
707.9;316.04
704.76;319.28
701.62;322.52
695.77;328.56
692.19;332.24
689.05;335.49
685.91;338.73
682.77;341.97
679.62;345.21
676.48;348.45
673.34;351.69
667.49;357.73
642.35;383.66
638.78;387.35
635.64;390.59
632.49;393.83
591.03;436.6
345.43;689.97
341.68;693.83
338.53;697.08
335.39;700.32
332.25;703.56
329.11;706.8
325.97;710.04
322.82;713.28
319.68;716.52
316.54;719.77
313.4;723.01
310.6;725.89
292.01;745.07
288.26;748.94
285.12;752.18
281.98;755.42
279.36;758.12
1011;3.3475
1007.4;7.0372
1004.3;10.279
1001.2;13.52
998.02;16.761
994.87;20.003
991.73;23.244
988.59;26.485
985.45;29.727
981.85;33.435
937.7;78.979
928.54;88.432
884.29;134.08
880.36;138.13
877.22;141.37
874.6;144.07
862.29;156.77
858.37;160.82
855.23;164.06
852.61;166.76
830.87;189.18
826.95;193.23
823.8;196.48
820.66;199.72
817.52;202.96
814.38;206.2
811.24;209.44
808.09;212.68
804.95;215.92
801.81;219.17
798.67;222.41
795.53;225.65
792.38;228.89
789.24;232.13
786.1;235.37
782.96;238.61
779.82;241.85
776.67;245.1
773.53;248.34
770.39;251.58
767.25;254.82
764.11;258.06
760.96;261.3
757.82;264.54
754.68;267.79
751.54;271.03
748.39;274.27
745.25;277.51
742.11;280.75
738.97;283.99
735.83;287.23
732.68;290.47
729.54;293.72
726.92;296.42
699.52;324.69
671.24;353.86
664.34;360.98
660.42;365.03
657.27;368.27
654.13;371.51
650.99;374.75
647.85;377.99
645.23;380.69
629.78;396.63
626.2;400.32
597.57;429.85
593.91;433.63
588.15;439.58
406.96;626.49
403.81;629.74
