turk;turk2
950.15;66.302
947.01;69.543
943.86;72.785
940.72;76.026
937.58;79.268
934.44;82.509
931.3;85.75
928.15;88.992
925.01;92.233
921.87;95.474
918.73;98.716
915.58;101.96
912.44;105.2
909.3;108.44
906.16;111.68
903.02;114.92
899.87;118.16
896.73;121.41
893.59;124.65
890.45;127.89
887.31;131.13
884.16;134.37
881.02;137.61
877.88;140.85
874.74;144.09
871.6;147.34
604.8;422.56
600.68;426.81
559.03;469.78
549.29;479.83
545.17;484.08
542.03;487.32
538.88;490.56
535.74;493.8
532.6;497.04
529.46;500.28
526.41;503.43
491.84;539.09
391.91;642.18
388.76;645.42
385.62;648.66
382.48;651.91
379.34;655.15
376.2;658.39
286.82;750.59
283.68;753.83
280.54;757.07
277.39;760.31
274.25;763.55
271.11;766.79
267.97;770.03
169.25;871.87
165.68;875.56
150.4;891.32
146.82;895.01
143.68;898.25
1037.8;-24.088
1034.6;-20.847
1031.5;-17.605
1028.3;-14.364
1025.2;-11.123
1022.1;-7.8814
1018.9;-4.6401
1015.8;-1.3987
1012.6;1.8426
1009.5;5.0839
868.45;150.58
865.31;153.83
862.16;157.07
859.02;160.31
855.88;163.55
852.74;166.79
849.6;170.03
846.45;173.27
843.31;176.52
840.17;179.76
837.03;183
833.89;186.24
830.74;189.48
827.6;192.72
824.46;195.96
821.32;199.2
818.17;202.45
815.03;205.69
811.89;208.93
808.75;212.17
805.61;215.41
802.46;218.65
799.32;221.89
796.18;225.14
793.04;228.38
789.9;231.62
786.75;234.86
783.61;238.1
780.47;241.34
777.33;244.58
774.19;247.82
771.04;251.07
767.9;254.31
764.76;257.55
761.62;260.79
758.48;264.03
755.33;267.27
751.74;270.98
708.2;315.89
704.97;319.22
615.34;411.69
612.19;414.93
609.05;418.18
597.09;430.51
593.34;434.38
590.2;437.62
587.06;440.86
583.48;444.55
572.11;456.28
567.86;460.67
564.71;463.91
561.75;466.98
457.27;574.75
453.34;578.8
451.26;580.96
262.1;776.09
257.84;780.49
254.7;783.73
251.9;786.61
162.96;878.36
159.04;882.41
155.9;885.65
153.28;888.35
135.05;907.15
130.76;911.58
128.14;914.28
581.12;447
577.1;451.14
487.27;543.8
483.01;548.2
479.87;551.44
476.73;554.68
473.59;557.92
470.45;561.16
467.3;564.4
464.16;567.64
461.02;570.89
372.43;662.28
368.85;665.97
365.71;669.21
362.48;672.54
360.65;674.42
172.65;868.37
140;902.04
997.96;16.983
994.82;20.225
991.68;23.466
988.53;26.707
985.39;29.949
982.25;33.19
979.11;36.431
975.97;39.673
972.82;42.914
969.68;46.155
966.54;49.397
963.4;52.638
960.25;55.879
957.11;59.121
953.97;62.362
950.83;65.603
947.69;68.845
944.54;72.086
941.4;75.327
938.26;78.569
935.12;81.81
931.98;85.051
928.83;88.293
925.69;91.534
922.55;94.776
919.41;98.017
916.27;101.26
913.12;104.5
909.98;107.74
906.84;110.98
903.7;114.22
900.56;117.46
897.41;120.71
894.27;123.95
891.13;127.19
887.99;130.43
884.85;133.67
881.7;136.91
878.56;140.15
875.42;143.4
872.28;146.64
605.2;422.15
602.06;425.39
559.95;468.83
551.44;477.61
548.29;480.86
545.15;484.1
542.01;487.34
538.87;490.58
535.73;493.82
532.58;497.06
529.44;500.3
526.82;503
492.09;538.84
391.12;643
387;647.24
383.86;650.49
380.72;653.73
377.57;656.97
374.78;659.85
285.41;752.05
282.26;755.29
279.12;758.53
275.98;761.77
272.84;765.01
269.7;768.25
266.55;771.5
168.45;872.69
149.6;892.15
146.46;895.38
143.32;898.63
1037.8;-24.067
1034.6;-20.825
1031.5;-17.584
1028.3;-14.343
1025.2;-11.101
1022;-7.8599
1018.9;-4.6185
1015.8;-1.3772
1012.6;1.8642
1009.5;5.1055
868.87;150.16
865.29;153.85
862.15;157.09
859;160.33
855.86;163.57
852.72;166.81
849.58;170.05
846.44;173.3
843.29;176.54
840.15;179.78
837.01;183.02
833.87;186.26
830.73;189.5
827.58;192.74
824.44;195.98
821.3;199.23
818.16;202.47
815.02;205.71
811.87;208.95
808.73;212.19
805.59;215.43
802.45;218.67
799.3;221.92
796.16;225.16
793.02;228.4
789.88;231.64
786.74;234.88
783.59;238.12
780.45;241.36
777.31;244.6
774.17;247.85
771.03;251.09
767.88;254.33
764.74;257.57
761.6;260.81
758.46;264.05
755.32;267.29
752.52;270.18
706.79;317.35
614.62;412.43
611.48;415.68
608.34;418.92
598.91;428.64
595.77;431.88
592.63;435.12
589.48;438.37
586.34;441.61
573.77;454.57
570.63;457.81
567.49;461.05
564.35;464.3
457.52;574.5
453.54;578.61
263.75;774.39
259.92;778.35
256.77;781.59
253.63;784.83
251.36;787.17
164.26;877.02
161.12;880.26
157.98;883.51
154.83;886.75
152.74;888.9
583.19;444.86
580.05;448.1
576.91;451.34
488.93;542.1
485.79;545.34
482.65;548.58
479.51;551.82
476.36;555.06
473.22;558.3
470.08;561.54
466.94;564.78
463.8;568.03
460.65;571.27
370.32;664.46
366.91;667.97
364.56;670.4
998.99;15.924
995.85;19.166
992.71;22.407
989.56;25.648
986.42;28.89
983.28;32.131
980.14;35.372
977;38.614
973.85;41.855
970.71;45.096
967.57;48.338
964.43;51.579
961.28;54.821
958.14;58.062
955;61.303
951.86;64.545
948.72;67.786
945.57;71.027
942.43;74.269
939.29;77.51
936.15;80.751
933.01;83.993
929.86;87.234
926.72;90.475
923.58;93.717
920.44;96.958
917.3;100.2
914.15;103.44
911.01;106.68
907.87;109.92
904.73;113.16
901.59;116.41
898.44;119.65
895.3;122.89
892.16;126.13
889.02;129.37
885.88;132.61
882.73;135.85
879.59;139.1
876.45;142.34
873.31;145.58
605.18;422.17
602.04;425.41
561.19;467.55
551.5;477.55
547.93;481.24
544.79;484.48
541.64;487.72
538.5;490.96
535.36;494.2
532.22;497.44
529.07;500.69
526.63;503.21
491.72;539.22
392.31;641.77
388.73;645.47
385.59;648.71
382.44;651.95
379.3;655.19
376.16;658.43
373.72;660.95
284.69;752.79
281.55;756.03
278.41;759.27
275.27;762.51
272.12;765.76
268.98;769
1037.7;-24.045
1034.6;-20.804
1031.5;-17.562
1028.3;-14.321
1025.2;-11.08
1022;-7.8383
1018.9;-4.5969
1015.7;-1.3556
1012.6;1.8858
1009.5;5.1271
870.16;148.83
867.02;152.07
863.87;155.31
860.73;158.55
857.59;161.79
854.45;165.03
851.31;168.27
848.16;171.52
845.02;174.76
841.88;178
838.74;181.24
835.6;184.48
832.45;187.72
829.31;190.96
826.17;194.21
823.03;197.45
819.89;200.69
816.74;203.93
813.6;207.17
810.46;210.41
807.32;213.65
804.18;216.89
801.03;220.14
797.89;223.38
794.75;226.62
791.61;229.86
788.47;233.1
785.32;236.34
782.18;239.58
779.04;242.83
775.9;246.07
772.75;249.31
769.61;252.55
766.47;255.79
763.33;259.03
760.19;262.27
757.04;265.52
753.38;269.3
751.29;271.45
614.6;412.46
611.46;415.7
608.32;418.94
598.89;428.66
595.75;431.9
592.61;435.15
589.47;438.39
586.32;441.63
573.76;454.59
570.61;457.83
567.47;461.08
564.33;464.32
457.92;574.09
454.62;577.49
265.83;772.25
262.69;775.49
259.55;778.73
256.41;781.97
252.22;786.29
583.18;444.88
580.03;448.12
576.89;451.36
487.87;543.2
484.73;546.44
481.58;549.68
478.44;552.92
475.3;556.16
472.16;559.4
469.01;562.65
465.87;565.89
462.73;569.13
370.43;664.34
367.69;667.18
998.55;16.38
994.43;20.628
991.29;23.869
988.15;27.111
985.01;30.352
981.87;33.593
978.72;36.835
975.58;40.076
972.44;43.317
969.3;46.559
966.16;49.8
963.01;53.041
959.87;56.283
956.73;59.524
953.59;62.765
950.44;66.007
947.3;69.248
944.16;72.489
941.02;75.731
937.88;78.972
934.73;82.213
931.59;85.455
928.45;88.696
925.31;91.937
922.17;95.179
919.02;98.42
915.88;101.66
912.74;104.9
909.6;108.14
906.46;111.39
903.31;114.63
900.17;117.87
897.03;121.11
893.89;124.35
890.75;127.59
887.6;130.83
884.46;134.07
881.32;137.32
878.18;140.56
875.04;143.8
871.89;147.04
605.17;422.19
602.02;425.44
561.53;467.21
552.45;476.58
549.31;479.82
546.16;483.06
543.02;486.3
539.88;489.54
536.74;492.78
533.6;496.03
530.45;499.27
527.01;502.82
491;539.96
392.13;641.96
388.01;646.21
384.87;649.45
381.73;652.69
378.59;655.93
375.45;659.17
372.65;662.05
284.67;752.81
281.53;756.05
278.39;759.29
275.25;762.54
272.11;765.78
268.96;769.02
1037.7;-24.023
1034.6;-20.782
1031.4;-17.541
1028.3;-14.299
1025.2;-11.058
1022;-7.8167
1018.9;-4.5753
1015.7;-1.334
1012.6;1.9073
1009.4;5.1487
868.31;150.74
864.56;154.61
861.41;157.85
858.27;161.09
855.13;164.33
851.99;167.58
848.85;170.82
845.7;174.06
842.56;177.3
839.42;180.54
836.28;183.78
833.14;187.02
829.99;190.27
826.85;193.51
823.71;196.75
820.57;199.99
817.42;203.23
814.28;206.47
811.14;209.71
808;212.95
804.86;216.2
801.71;219.44
798.57;222.68
795.43;225.92
792.29;229.16
789.15;232.4
786;235.64
782.86;238.89
779.72;242.13
776.58;245.37
773.44;248.61
770.29;251.85
767.15;255.09
764.01;258.33
760.87;261.58
757.73;264.82
754.58;268.06
752.14;270.58
614.59;412.48
611.44;415.72
608.3;418.96
598.88;428.68
595.73;431.93
592.59;435.17
589.45;438.41
586.31;441.65
573.74;454.62
570.6;457.86
567.46;461.1
564.31;464.34
459.31;572.66
456.44;575.62
265.82;772.27
262.67;775.51
259.53;778.75
256.39;781.99
252.2;786.31
583.16;444.9
580.02;448.14
576.88;451.38
487.59;543.49
484.01;547.18
480.87;550.42
477.73;553.66
474.58;556.9
471.44;560.15
468.3;563.39
465.16;566.63
462.71;569.15
370.2;664.59
998.69;16.239
995.11;19.929
991.97;23.171
988.83;26.412
985.69;29.653
982.55;32.895
979.4;36.136
976.26;39.377
973.12;42.619
969.98;45.86
966.84;49.101
963.69;52.343
960.55;55.584
957.41;58.825
954.27;62.067
951.13;65.308
947.98;68.549
944.84;71.791
941.7;75.032
938.56;78.273
935.42;81.515
932.27;84.756
929.13;87.997
925.99;91.239
922.85;94.48
919.71;97.721
916.56;100.96
913.42;104.2
910.28;107.45
907.14;110.69
903.99;113.93
900.85;117.17
897.71;120.41
894.57;123.65
891.43;126.89
888.28;130.13
885.14;133.38
882;136.62
878.86;139.86
875.72;143.1
872.57;146.34
605.15;422.22
602.01;425.46
561.68;467.05
551.03;478.04
547.89;481.28
544.75;484.52
541.61;487.76
538.47;491
535.32;494.25
532.18;497.49
529.04;500.73
526.86;502.98
491.34;539.62
394.63;639.39
391.49;642.63
388.35;645.87
385.2;649.11
382.06;652.35
378.92;655.59
375.78;658.83
372.63;662.08
284.24;753.27
280.12;757.52
276.98;760.76
273.83;764
270.69;767.24
267.55;770.48
1037.7;-24.002
1034.6;-20.76
1031.4;-17.519
1028.3;-14.278
1025.1;-11.036
1022;-7.7951
1018.8;-4.5538
1015.7;-1.3124
1012.6;1.9289
1009.4;5.1703
869.34;149.68
865.59;153.55
862.44;156.79
859.3;160.03
856.16;163.28
853.02;166.52
849.88;169.76
846.73;173
843.59;176.24
840.45;179.48
837.31;182.72
834.17;185.97
831.02;189.21
827.88;192.45
824.74;195.69
821.6;198.93
818.45;202.17
815.31;205.41
812.17;208.65
809.03;211.9
805.89;215.14
802.74;218.38
799.6;221.62
796.46;224.86
793.32;228.1
790.18;231.34
787.03;234.59
783.89;237.83
780.75;241.07
777.61;244.31
774.47;247.55
771.32;250.79
768.18;254.03
765.04;257.27
761.9;260.52
758.76;263.76
755.61;267
752.56;270.15
614.57;412.5
611.43;415.74
608.28;418.98
598.86;428.71
595.72;431.95
592.57;435.19
589.43;438.43
586.29;441.67
573.72;454.64
570.58;457.88
567.44;461.12
564.3;464.36
459.56;572.41
456.77;575.29
263.44;774.72
259.86;778.41
256.72;781.65
253.58;784.89
251.66;786.87
583.14;444.92
580;448.16
576.86;451.4
487.83;543.24
484.69;546.48
481.55;549.72
478.41;552.96
475.26;556.21
472.12;559.45
468.98;562.69
465.84;565.93
462.7;569.17
999.99;14.909
996.84;18.15
993.7;21.391
990.56;24.633
987.42;27.874
984.28;31.115
981.13;34.357
977.99;37.598
974.85;40.839
971.71;44.081
968.56;47.322
965.42;50.563
962.28;53.805
959.14;57.046
956;60.288
952.85;63.529
949.71;66.77
946.57;70.012
943.43;73.253
940.29;76.494
937.14;79.736
934;82.977
930.86;86.218
927.72;89.46
924.58;92.701
921.43;95.942
918.29;99.184
915.15;102.42
912.01;105.67
908.87;108.91
905.72;112.15
902.58;115.39
899.44;118.63
896.3;121.87
893.15;125.11
890.01;128.36
886.87;131.6
883.73;134.84
880.59;138.08
877.44;141.32
874.3;144.56
605.13;422.24
601.99;425.48
561.67;467.08
548.92;480.22
545.78;483.46
542.64;486.7
539.5;489.95
536.35;493.19
533.21;496.43
530.07;499.67
527.63;502.19
490.97;540.01
394.19;639.84
390.07;644.09
386.93;647.33
383.79;650.57
380.65;653.81
377.51;657.06
374.71;659.94
373.15;661.55
286.47;750.97
282.89;754.66
279.75;757.9
276.61;761.14
273.47;764.38
270.33;767.62
267.18;770.86
1037.7;-23.98
1034.5;-20.739
1031.4;-17.498
1028.3;-14.256
1025.1;-11.015
1022;-7.7735
1018.8;-4.5322
1015.7;-1.2908
1012.5;1.9505
1009.4;5.1918
871.15;147.81
868.01;151.05
864.87;154.29
861.73;157.54
858.59;160.78
855.44;164.02
852.3;167.26
849.16;170.5
846.02;173.74
842.88;176.98
839.73;180.22
836.59;183.47
833.45;186.71
830.31;189.95
827.17;193.19
824.02;196.43
820.88;199.67
817.74;202.91
814.6;206.16
811.46;209.4
808.31;212.64
805.17;215.88
802.03;219.12
798.89;222.36
795.74;225.6
792.6;228.84
789.46;232.09
786.32;235.33
783.18;238.57
780.03;241.81
776.89;245.05
773.75;248.29
770.61;251.53
767.47;254.78
764.32;258.02
761.18;261.26
758.04;264.5
754.9;267.74
752.28;270.44
614.55;412.52
611.41;415.76
608.27;419
598.84;428.73
595.7;431.97
592.56;435.21
589.42;438.45
586.27;441.69
573.7;454.66
570.56;457.9
567.42;461.14
564.28;464.38
458.5;573.51
263.95;774.2
260.2;778.07
257.05;781.31
253.91;784.56
251.47;787.08
583.13;444.94
579.98;448.18
576.84;451.42
487.82;543.26
484.67;546.5
481.53;549.74
478.39;552.99
475.25;556.23
472.11;559.47
468.96;562.71
465.82;565.95
462.68;569.19
999.97;14.93
996.83;18.172
993.68;21.413
990.54;24.654
987.4;27.896
984.26;31.137
981.12;34.378
977.97;37.62
974.83;40.861
971.69;44.102
968.55;47.344
965.41;50.585
962.26;53.826
959.12;57.068
955.98;60.309
952.84;63.55
949.69;66.792
946.55;70.033
943.41;73.274
940.27;76.516
937.13;79.757
933.98;82.998
930.84;86.24
927.7;89.481
924.56;92.723
921.42;95.964
918.27;99.205
915.13;102.45
911.99;105.69
908.85;108.93
905.71;112.17
902.56;115.41
899.42;118.65
896.28;121.89
893.14;125.14
890;128.38
886.85;131.62
883.71;134.86
880.57;138.1
877.43;141.34
874.29;144.58
605.11;422.26
601.97;425.5
561.3;467.46
547.51;481.68
544.72;484.57
541.57;487.81
538.43;491.05
535.29;494.29
532.15;497.53
528.79;501
490.95;540.03
396.43;637.54
392.85;641.23
389.71;644.47
386.57;647.71
383.42;650.95
380.28;654.2
376.92;657.66
375.22;659.41
287.76;749.64
283.57;753.96
280.43;757.2
277.29;760.44
274.15;763.68
271.01;766.92
267.86;770.16
1037.7;-23.959
1034.5;-20.717
1031.4;-17.476
1028.2;-14.235
1025.1;-10.993
1022;-7.7519
1018.8;-4.5106
1015.7;-1.2693
1012.5;1.9721
1009.4;5.2134
870.87;148.1
867.3;151.79
864.15;155.04
861.01;158.28
857.87;161.52
854.73;164.76
851.59;168
848.44;171.24
845.3;174.48
842.16;177.72
839.02;180.97
835.88;184.21
832.73;187.45
829.59;190.69
826.45;193.93
823.31;197.17
820.17;200.41
817.02;203.66
813.88;206.9
810.74;210.14
807.6;213.38
804.46;216.62
801.31;219.86
798.17;223.1
795.03;226.35
791.89;229.59
788.75;232.83
785.6;236.07
782.46;239.31
779.32;242.55
776.18;245.79
773.03;249.03
769.89;252.28
766.75;255.52
763.61;258.76
760.47;262
757.32;265.24
753.73;268.95
614.53;412.54
611.39;415.78
608.25;419.03
598.82;428.75
595.68;431.99
592.54;435.23
589.4;438.47
586.26;441.71
573.69;454.68
570.55;457.92
567.4;461.16
564.26;464.4
458.69;573.31
263.25;774.93
259.13;779.17
255.99;782.42
252.85;785.66
251.63;786.91
171.76;869.3
583.11;444.96
579.97;448.2
576.82;451.45
487.8;543.28
484.66;546.53
481.51;549.77
478.37;553.01
475.23;556.25
472.09;559.49
468.95;562.73
465.8;565.97
462.66;569.21
167.62;873.58
1000.6;14.232
997.51;17.473
994.36;20.714
991.22;23.956
988.08;27.197
984.94;30.438
981.8;33.68
978.65;36.921
975.51;40.162
972.37;43.404
969.23;46.645
966.09;49.886
962.94;53.128
959.8;56.369
956.66;59.61
953.52;62.852
950.38;66.093
947.23;69.334
944.09;72.576
940.95;75.817
937.81;79.058
934.67;82.3
931.52;85.541
928.38;88.782
925.24;92.024
922.1;95.265
918.96;98.507
915.81;101.75
912.67;104.99
909.53;108.23
906.39;111.47
903.24;114.71
900.1;117.95
896.96;121.2
893.82;124.44
890.68;127.68
887.53;130.92
884.39;134.16
881.25;137.4
878.11;140.64
874.97;143.89
709.05;315.05
705.12;319.1
605.1;422.28
601.95;425.52
561.24;467.53
544;485.31
540.86;488.55
537.72;491.79
534.57;495.03
531.43;498.27
528.81;500.97
490.59;540.41
397.3;636.64
393.18;640.89
390.04;644.13
386.9;647.37
383.75;650.62
380.61;653.86
377.69;656.87
289.84;747.5
285.65;751.82
282.51;755.06
279.37;758.3
276.23;761.54
273.08;764.78
269.94;768.02
266.8;771.27
174.63;866.35
1037.7;-23.937
1034.5;-20.696
1031.4;-17.454
1028.2;-14.213
1025.1;-10.972
1021.9;-7.7304
1018.8;-4.489
1015.7;-1.2477
1012.5;1.9937
1009.4;5.235
872.17;146.78
868.33;150.74
865.18;153.98
862.04;157.22
858.9;160.46
855.76;163.7
852.62;166.94
849.47;170.18
846.33;173.42
843.19;176.67
840.05;179.91
836.91;183.15
833.76;186.39
830.62;189.63
827.48;192.87
824.34;196.11
821.2;199.36
818.05;202.6
814.91;205.84
811.77;209.08
808.63;212.32
805.49;215.56
802.34;218.8
799.2;222.04
796.06;225.29
792.92;228.53
789.78;231.77
786.63;235.01
783.49;238.25
780.35;241.49
777.21;244.73
774.06;247.98
770.92;251.22
767.78;254.46
764.64;257.7
761.5;260.94
758.35;264.18
755.21;267.42
752.94;269.76
701.97;322.35
699.09;325.31
696.91;327.57
614.52;412.56
611.38;415.81
608.23;419.05
598.81;428.77
595.14;432.55
591.83;435.97
589.39;438.49
586.24;441.73
573.41;454.97
569.83;458.66
566.69;461.9
564.24;464.43
460.24;571.72
262.6;775.6
258.42;779.92
255.27;783.16
252;786.53
164.5;876.8
581;447.14
576.81;451.47
486.73;544.39
483.59;547.63
480.45;550.87
477.31;554.11
474.17;557.35
471.02;560.59
467.88;563.83
464.74;567.08
170.17;870.95
166.59;874.64
999.93;14.973
996.79;18.215
993.65;21.456
990.51;24.697
987.37;27.939
984.22;31.18
981.08;34.421
977.94;37.663
974.8;40.904
971.65;44.146
968.51;47.387
965.37;50.628
962.23;53.87
959.09;57.111
955.94;60.352
952.8;63.594
949.66;66.835
946.52;70.076
943.38;73.318
940.23;76.559
937.09;79.8
933.95;83.042
930.81;86.283
927.67;89.524
924.52;92.766
921.38;96.007
918.24;99.248
915.1;102.49
911.96;105.73
908.81;108.97
905.67;112.21
902.53;115.46
899.39;118.7
896.25;121.94
893.1;125.18
889.96;128.42
886.82;131.66
883.68;134.9
880.53;138.14
877.39;141.39
712.96;311.02
708.77;315.34
705.63;318.58
694.76;329.79
605.08;422.3
601.94;425.54
561.72;467.03
540.67;488.75
537.7;491.81
534.56;495.05
531.42;498.29
529.15;500.63
489.87;541.15
399.38;634.5
395.26;638.75
392.12;641.99
388.97;645.23
385.83;648.48
382.69;651.72
379.9;654.6
378.33;656.21
292.97;744.28
288.78;748.6
285.64;751.84
282.49;755.08
279.35;758.32
276.21;761.56
273.07;764.8
269.92;768.05
266.78;771.29
176.29;864.64
172.52;868.53
1037.6;-23.916
1034.5;-20.674
1031.3;-17.433
1028.2;-14.191
1025.1;-10.95
1021.9;-7.7088
1018.8;-4.4674
1015.6;-1.2261
1012.5;2.0152
1008.8;5.7986
874.24;144.63
871.1;147.88
867.96;151.12
864.82;154.36
861.68;157.6
858.53;160.84
855.39;164.08
852.25;167.32
849.11;170.57
845.97;173.81
842.82;177.05
839.68;180.29
836.54;183.53
833.4;186.77
830.26;190.01
827.11;193.25
823.97;196.5
820.83;199.74
817.69;202.98
814.55;206.22
811.4;209.46
808.26;212.7
805.12;215.94
801.98;219.19
798.84;222.43
795.69;225.67
792.55;228.91
789.41;232.15
786.27;235.39
783.12;238.63
779.98;241.87
776.84;245.12
773.7;248.36
770.56;251.6
767.41;254.84
764.27;258.08
761.13;261.32
757.99;264.56
753.8;268.89
701.43;322.91
697.76;326.69
691.87;332.77
614.15;412.95
611.01;416.19
607.87;419.43
598.58;429.01
596.18;431.49
572.61;455.8
569.46;459.04
566.32;462.29
460.75;571.2
458.97;573.02
262.33;775.89
258.75;779.58
255.61;782.82
252.01;786.53
575.39;452.93
486.72;544.41
483.57;547.65
480.43;550.89
477.29;554.13
474.15;557.37
471.01;560.61
467.86;563.86
464.72;567.1
168.74;872.43
165;876.29
999.92;14.995
996.77;18.236
993.63;21.478
990.49;24.719
987.35;27.96
984.21;31.202
981.06;34.443
977.92;37.684
974.78;40.926
971.64;44.167
968.5;47.408
965.35;50.65
962.21;53.891
959.07;57.132
955.93;60.374
952.79;63.615
949.64;66.857
946.5;70.098
943.36;73.339
940.22;76.581
937.07;79.822
933.93;83.063
930.79;86.305
927.65;89.546
924.51;92.787
921.36;96.029
918.22;99.27
915.08;102.51
911.94;105.75
908.8;108.99
905.65;112.24
902.51;115.48
899.37;118.72
896.23;121.96
893.09;125.2
889.94;128.44
886.8;131.68
883.66;134.92
880.52;138.17
877.38;141.41
716.34;307.53
712.59;311.4
709.45;314.64
706.31;317.88
689.27;335.46
604.01;423.4
563.59;465.11
559.68;469.14
538.04;491.47
533.85;495.79
531.23;498.49
489.85;541.17
401.87;631.93
398.73;635.17
395.59;638.41
392.45;641.65
389.31;644.9
386.16;648.14
383.02;651.38
380.4;654.08
297.14;739.98
292.95;744.3
289.81;747.54
286.67;750.78
283.52;754.02
280.38;757.26
277.24;760.5
274.1;763.75
270.95;766.99
267.81;770.23
264.67;773.47
176.34;864.59
173.2;867.83
1037.6;-23.894
1034.5;-20.653
1031.3;-17.411
1028.2;-14.17
1025;-10.929
1021.9;-7.6872
1018.8;-4.4459
1015.6;-1.2045
1012.5;2.0368
1008.8;5.8166
873.96;144.93
870.39;148.62
867.25;151.86
864.1;155.1
860.96;158.34
857.82;161.58
854.68;164.82
851.53;168.07
848.39;171.31
845.25;174.55
842.11;177.79
838.97;181.03
835.82;184.27
832.68;187.51
829.54;190.76
826.4;194
823.26;197.24
820.11;200.48
816.97;203.72
813.83;206.96
810.69;210.2
807.55;213.44
804.4;216.69
801.26;219.93
798.12;223.17
794.98;226.41
791.84;229.65
788.69;232.89
785.55;236.13
782.41;239.38
779.27;242.62
776.12;245.86
772.98;249.1
769.84;252.34
766.7;255.58
763.56;258.82
760.41;262.06
757.27;265.31
753.57;269.12
703.51;320.77
699.67;324.73
696.53;327.97
693.38;331.21
613.44;413.69
610.29;416.93
607.15;420.17
600.13;427.41
571.54;456.91
568.4;460.15
461.04;570.89
260.47;777.8
256.29;782.12
253.14;785.36
251.58;786.98
574.68;453.67
486.44;544.7
482.86;548.39
479.72;551.63
476.57;554.87
473.43;558.11
470.29;561.36
467.15;564.6
464.01;567.84
169.61;871.54
166.21;875.05
1000.9;13.936
997.8;17.177
994.66;20.419
991.52;23.66
988.38;26.902
985.24;30.143
982.09;33.384
978.95;36.626
975.81;39.867
972.67;43.108
969.53;46.35
966.38;49.591
963.24;52.832
960.1;56.074
956.96;59.315
953.82;62.556
950.67;65.798
947.53;69.039
944.39;72.28
941.25;75.522
938.1;78.763
934.96;82.004
931.82;85.246
928.68;88.487
925.54;91.728
922.39;94.97
919.25;98.211
916.11;101.45
912.97;104.69
909.83;107.94
906.68;111.18
903.54;114.42
900.4;117.66
897.26;120.9
894.12;124.14
890.97;127.38
887.83;130.62
884.69;133.87
881.55;137.11
878.41;140.35
717.9;305.93
714.32;309.62
711.18;312.86
708.04;316.1
689.62;335.1
686.74;338.07
603.68;423.75
565.25;463.4
562.1;466.64
558.44;470.43
489.83;541.2
402.48;631.31
398.37;635.55
395.22;638.8
392.08;642.04
388.94;645.28
385.8;648.52
382.83;651.58
381.44;653.01
300.53;736.49
296.77;740.36
293.63;743.6
290.49;746.84
287.35;750.08
284.2;753.32
281.06;756.56
277.92;759.81
274.78;763.05
271.64;766.29
268.49;769.53
265.35;772.77
175.11;865.87
172.49;868.57
1037.6;-23.872
1034.5;-20.631
1031.3;-17.39
1028.2;-14.148
1025;-10.907
1021.9;-7.6656
1018.7;-4.4243
1015.6;-1.1829
1012.5;2.0584
1009.3;5.2997
875.26;143.6
872.12;146.84
868.97;150.08
865.83;153.32
862.69;156.56
859.55;159.8
856.41;163.05
853.26;166.29
850.12;169.53
846.98;172.77
843.84;176.01
840.69;179.25
837.55;182.49
834.41;185.73
831.27;188.98
828.13;192.22
824.98;195.46
821.84;198.7
818.7;201.94
815.56;205.18
812.42;208.42
809.27;211.67
806.13;214.91
802.99;218.15
799.85;221.39
796.71;224.63
793.56;227.87
790.42;231.11
787.28;234.35
784.14;237.6
781;240.84
777.85;244.08
774.71;247.32
771.57;250.56
768.43;253.8
765.29;257.04
762.14;260.29
759;263.53
755.86;266.77
752.72;270.01
704.8;319.44
701.05;323.31
697.9;326.55
694.76;329.79
691.97;332.68
614.12;412.99
610.97;416.23
607.83;419.47
571.78;456.66
568.03;460.53
461.9;570.01
261.24;777.01
257.67;780.7
254.52;783.94
252.6;785.92
574.14;454.23
484.59;546.61
481.45;549.85
478.3;553.09
475.16;556.34
472.02;559.58
468.88;562.82
465.73;566.06
303.66;733.26
168.99;872.18
1000.9;13.958
997.79;17.199
994.65;20.44
991.5;23.682
988.36;26.923
985.22;30.164
982.08;33.406
978.93;36.647
975.79;39.888
972.65;43.13
969.51;46.371
966.37;49.613
963.22;52.854
960.08;56.095
956.94;59.337
953.8;62.578
950.66;65.819
947.51;69.061
944.37;72.302
941.23;75.543
938.09;78.785
934.95;82.026
931.8;85.267
928.66;88.509
925.52;91.75
922.38;94.991
919.24;98.233
916.09;101.47
912.95;104.72
909.81;107.96
906.67;111.2
903.52;114.44
900.38;117.68
897.24;120.92
894.1;124.16
890.96;127.4
887.81;130.65
884.67;133.89
881.53;137.13
878.39;140.37
718.77;305.03
714.65;309.28
711.51;312.52
708.37;315.76
687.25;337.55
603.46;423.99
564.18;464.5
561.04;467.75
558.07;470.81
490.87;540.14
487.72;543.38
404.56;629.17
400.44;633.41
397.3;636.66
394.16;639.9
391.02;643.14
387.88;646.38
384.73;649.62
382.29;652.14
298.94;738.13
295.36;741.82
292.22;745.06
289.07;748.3
285.93;751.54
282.79;754.78
279.65;758.03
276.51;761.27
273.36;764.51
270.22;767.75
267.08;770.99
263.94;774.23
1037.6;-23.851
1034.4;-20.609
1031.3;-17.368
1028.2;-14.127
1025;-10.885
1021.9;-7.644
1018.7;-4.4027
1015.6;-1.1614
1012.4;2.08
1008.3;6.4018
875.24;143.62
